"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","LBSPEC","BiomedicalConceptProperty","1d20a69f-a748-4735-88bc-ada051dd0582","BiomedicalConceptProperty_73","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","1aaef37e-863d-45ab-9e30-b7079f1e480e","BiomedicalConceptProperty_74","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","311d7347-bee2-4b11-9565-7f9f868b2d6e","BiomedicalConceptProperty_75","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","002816da-fc7e-4681-b4fc-0b1da725be2d","BiomedicalConceptProperty_76","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","fca5c302-bddd-4f47-b179-3d4fbe4e362e","BiomedicalConceptProperty_77","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","a054f540-df02-4232-84d8-c60a6c1cd744","BiomedicalConceptProperty_78","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","a1be0459-240f-4cdf-92ca-f7870e3fe1cb","BiomedicalConceptProperty_79","True","True","LBFAST"
"","VSTESTCD","BiomedicalConceptProperty","9f0054ee-a8de-4ccf-af2f-eaedaea9a533","BiomedicalConceptProperty_80","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","4feca344-9c6b-42ce-98f7-4211034d88a0","BiomedicalConceptProperty_81","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","b4912756-801e-408f-8670-b2365e54c243","BiomedicalConceptProperty_82","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","d02fcca5-0432-4c42-88d2-5d0fc8de3f23","BiomedicalConceptProperty_83","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","583bbc68-f1b5-4584-afc2-07efc6a6a5ed","BiomedicalConceptProperty_84","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","e31bee40-ebbd-4c15-b32e-026c3995d9da","BiomedicalConceptProperty_85","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","d0c42908-029f-4093-aa97-50e2da46400e","BiomedicalConceptProperty_86","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","e583721a-f8eb-4418-bb47-d4ea3cbbb8f0","BiomedicalConceptProperty_87","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","91af2ae9-2f44-4a72-a910-b53c11bae550","BiomedicalConceptProperty_88","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","c9da21ec-432e-4ced-9e81-a0246a37b112","BiomedicalConceptProperty_89","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","06da9fbd-da62-4c13-b332-cab554d534d7","BiomedicalConceptProperty_90","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","c8d91b82-bb8d-4107-9544-b077ea6f8f0c","BiomedicalConceptProperty_91","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","55bc7c63-e5d8-4e3c-8edd-35cd874bb16c","BiomedicalConceptProperty_92","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","72bd9a3d-8312-4b4c-92fb-57c48cae75cb","BiomedicalConceptProperty_93","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","cfe959ef-b4e6-48aa-97bc-6c714e21a107","BiomedicalConceptProperty_94","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","0bd128a8-d83a-4371-8fb4-711afb1dc103","BiomedicalConceptProperty_95","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","14c0c8c1-e9d4-4979-a2d0-a1ca8e07c3e4","BiomedicalConceptProperty_96","True","True","VSLOC"
